sample_id,category,metric_partition,prompt_split,analysis_role,ai_model_id,ai_selected_stage,ai_requested_model,ai_resolved_model,ai_model_checkpoint,ai_prompt_path,ai_system_prompt_sha256,ai_retry_prompt_path,ai_retry_prompt_sha256,ai_temperature,ai_typst_version,ai_attempts,ai_final_attempt,ai_repaired,ai_response_id,ai_run_config,ai_sample_meta,reference_pdf,candidate_pdf,reference_pages,candidate_pages,page_count_match,canvas_match,top_difference_page,top_difference_bbox,top_difference_side,top_difference_coordinate_frame,registration_translation_px,evidence_json,axis_content,band_content,axis_layout,band_layout,axis_typography,band_typography,axis_appearance,band_appearance,axis_structure,band_structure,axis_pagination,band_pagination,reference_pdf_resolved,candidate_pdf_resolved,v2_status,v2_error,strict_word_f1,strict_document_edit_similarity,compatibility_word_f1,compatibility_document_edit_similarity,number_f1,reference_number_count,candidate_number_count,number_exact,operator_f1,reference_operator_count,candidate_operator_count,operator_exact,citation_f1,reference_citation_count,candidate_citation_count,citation_exact,matched_word_reference_coverage,token_center_displacement_q50,token_center_displacement_q90,token_bbox_iou_q10,block_transport_combined_similarity,block_transport_geometry_similarity,block_transport_content_similarity,block_transport_cost,text_ltsim_page_macro,text_ltsim_worst_page,reading_order_tau,reading_order_reference_coverage,style_coverage_hmean,font_size_log_error_q90,baseline_displacement_q90,unregistered_ink_f1,registered_ink_f1,unregistered_ssim,registered_ssim,unregistered_multiscale_ssim_diagnostic,registered_multiscale_ssim_diagnostic,reference_page_count,candidate_page_count,page_count_delta,page_break_f1,canvas_exact_size_rate,table_status,formula_status,figure_status,v2_evidence_json
03_math_inline_display_001,03_math_inline_display,metric_validation,heldout,prompt_heldout_non_test_adaptive_pipeline,google/gemini-3.1-flash-lite,v2,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,not_recorded_api_route_only,prompts/latex_to_typst/system_v2.txt,75c2caa24a1ab6e775b23bb224820bb621cf9ca413e915d2cfebbc5d6ba3c173,prompts/latex_to_typst/retry_v2.txt,63ed619b0d7115d6783ed1688f40081abd02e91384fb76603f2369fc0ac87f8c,0,typst 0.14.2 (unknown hash),2,2,True,gen-1783950608-t2STiC9VcdoX4N97CcUY,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v2_heldout_v1_failures/run_config.json,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v2_heldout_v1_failures/samples/03_math_inline_display_001/meta.json,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_001/reference.pdf,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v2_heldout_v1_failures/samples/03_math_inline_display_001/output.pdf,1,1,true,false,0,"[0.11764705882352941, 0.08409090909090909, 0.8774509803921569, 0.946969696969697]",paired_reference_frame,registered_reference_raster,"[0, 0]",results/metric_research_v1/ai_outputs_frozen_v1/evidence/03_math_inline_display_001.json,0.6135693215339234,abstain,0.0,abstain,0.026413517460764764,abstain,0.15752513479610944,abstain,,abstain,1.0,abstain,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_001/reference.pdf,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v2_heldout_v1_failures/samples/03_math_inline_display_001/output.pdf,scored,,0.519174041297935,0.36319999999999997,0.6135693215339234,0.3808,0.6666666666666666,25,50,False,0.6185567010309277,44,53,False,1.0,0,0,True,0.5561497326203209,0.1441783655566224,0.18341443433051058,0.0,0.5181812043113273,0.5186089927175507,0.517387676100392,0.6574302826209186,0.6820669815178977,0.6820669815178977,0.6623376623376623,0.5116279069767442,0.6135693215339234,0.08327107371093964,0.18169396874204924,0.1787933848511328,0.2997006300074224,,,,,1,1,0,1.0,0.0,abstain,abstain,abstain,results/metric_research_v2/gemini_frozen_156/evidence/03_math_inline_display_001.json
03_math_inline_display_002,03_math_inline_display,metric_validation,heldout,prompt_heldout_non_test_adaptive_pipeline,google/gemini-3.1-flash-lite,v2,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,not_recorded_api_route_only,prompts/latex_to_typst/system_v2.txt,75c2caa24a1ab6e775b23bb224820bb621cf9ca413e915d2cfebbc5d6ba3c173,prompts/latex_to_typst/retry_v2.txt,63ed619b0d7115d6783ed1688f40081abd02e91384fb76603f2369fc0ac87f8c,0,typst 0.14.2 (unknown hash),2,2,True,gen-1783950620-juXbjQxJZyCvQwymbQYR,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v2_heldout_v1_failures/run_config.json,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v2_heldout_v1_failures/samples/03_math_inline_display_002/meta.json,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_002/reference.pdf,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v2_heldout_v1_failures/samples/03_math_inline_display_002/output.pdf,1,1,true,false,0,"[0.11764705882352941, 0.08257575757575758, 0.8735294117647059, 0.946969696969697]",paired_reference_frame,registered_reference_raster,"[0, 0]",results/metric_research_v1/ai_outputs_frozen_v1/evidence/03_math_inline_display_002.json,0.35779816513761464,abstain,0.0,abstain,0.09992751838920212,abstain,0.21089020305593087,abstain,,abstain,1.0,abstain,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_002/reference.pdf,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v2_heldout_v1_failures/samples/03_math_inline_display_002/output.pdf,scored,,0.35779816513761464,0.3502090106827682,0.35779816513761464,0.35578262888992107,0.6956521739130436,16,30,False,0.5384615384615384,68,62,False,1.0,0,0,True,0.3696682464454976,0.11153721989271048,0.13111638609391535,0.0,0.5495941092114752,0.587398551660568,0.48572194130449986,0.5985752564511712,0.7277472898989894,0.7277472898989894,1.0,0.23333333333333334,0.35779816513761464,0.04244399158174833,0.11516550859541091,0.2526077663888548,0.2526077663888548,,,,,1,1,0,1.0,0.0,abstain,abstain,abstain,results/metric_research_v2/gemini_frozen_156/evidence/03_math_inline_display_002.json
03_math_inline_display_003,03_math_inline_display,metric_validation,heldout,prompt_heldout_non_test_adaptive_pipeline,google/gemini-3.1-flash-lite,v1,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,not_recorded_api_route_only,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,prompts/latex_to_typst/retry_v1.txt,38d57dc85d8fa8584db69e6712e9eec87228d199519ef6ac351507b0d295679e,0,typst 0.14.2 (unknown hash),1,1,False,gen-1783948665-EUAcCs4k2TbAK8a2OvUY,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v1_heldout_clean/run_config.json,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v1_heldout_clean/samples/03_math_inline_display_003/meta.json,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_003/reference.pdf,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v1_heldout_clean/samples/03_math_inline_display_003/output.pdf,1,1,true,false,0,"[0.09705882352941177, 0.08484848484848485, 0.9019607843137255, 0.946969696969697]",paired_reference_frame,registered_reference_raster,"[0, 0]",results/metric_research_v1/ai_outputs_frozen_v1/evidence/03_math_inline_display_003.json,0.6358695652173912,abstain,0.0,abstain,0.030419345589187328,abstain,0.13281452393783083,abstain,,abstain,1.0,abstain,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_003/reference.pdf,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v1_heldout_clean/samples/03_math_inline_display_003/output.pdf,scored,,0.4891304347826087,0.6206581352833638,0.6358695652173912,0.7168784029038113,0.9354838709677419,30,32,False,0.9419354838709677,76,79,False,1.0,0,0,True,0.585,0.12799175310586128,0.19219133926736068,0.0,0.5305795951747523,0.4600529992843389,0.6914916581880373,0.6337852941529853,0.677820553094245,0.677820553094245,0.7915966386554621,0.8333333333333334,0.6358695652173912,0.08327107371093964,0.17463382524504423,0.1619292664719212,0.1619292664719212,,,,,1,1,0,1.0,0.0,abstain,abstain,abstain,results/metric_research_v2/gemini_frozen_156/evidence/03_math_inline_display_003.json
03_math_inline_display_004,03_math_inline_display,metric_dev,prompt_dev,prompt_development_descriptive_only,google/gemini-3.1-flash-lite,v0,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,not_recorded_api_route_only,prompts/latex_to_typst/system_v0.txt,c8554a7c1346484b7f0333ec0a30f1bfdaf7c208e5030fae53052ea7115940ed,prompts/latex_to_typst/retry_v0.txt,99b465a014ccc2bc08d62e1596ca17bef0ffb128b30cd37eebf92b993f035364,0,typst 0.14.2 (unknown hash),1,1,False,gen-1783945583-RX1qqSMnPP2kxlxY2PcY,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v0/run_config.json,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v0/samples/03_math_inline_display_004/meta.json,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_004/reference.pdf,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v0/samples/03_math_inline_display_004/output.pdf,1,1,true,false,0,"[0.08823529411764706, 0.08484848484848485, 0.9107843137254902, 0.946969696969697]",paired_reference_frame,registered_reference_raster,"[0, 0]",results/metric_research_v1/ai_outputs_frozen_v1/evidence/03_math_inline_display_004.json,0.6336088154269972,abstain,0.0,abstain,0.01735167101650689,abstain,0.16976565620080103,abstain,,abstain,1.0,abstain,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_004/reference.pdf,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v0/samples/03_math_inline_display_004/output.pdf,scored,,0.512396694214876,0.6633663366336633,0.6336088154269972,0.7762376237623763,0.9545454545454546,44,44,False,0.9259259259259259,50,58,False,1.0,0,0,True,0.5778894472361809,0.17814559496617005,0.22016589168706455,0.0,0.5557911109439804,0.4830952112033132,0.7210615607861945,0.5873627550654266,0.6840892563048329,0.6840892563048329,0.7615384615384615,1.0,0.6336088154269972,0.08327107371093964,0.20270332325181956,0.1829622221613344,0.2187737150746968,,,,,1,1,0,1.0,0.0,abstain,abstain,abstain,results/metric_research_v2/gemini_frozen_156/evidence/03_math_inline_display_004.json
03_math_inline_display_005,03_math_inline_display,metric_dev,heldout,prompt_heldout_non_test_adaptive_pipeline,google/gemini-3.1-flash-lite,v2,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,not_recorded_api_route_only,prompts/latex_to_typst/system_v2.txt,75c2caa24a1ab6e775b23bb224820bb621cf9ca413e915d2cfebbc5d6ba3c173,prompts/latex_to_typst/retry_v2.txt,63ed619b0d7115d6783ed1688f40081abd02e91384fb76603f2369fc0ac87f8c,0,typst 0.14.2 (unknown hash),1,1,False,gen-1783950629-FO7xxengPZEsgm7pnyC7,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v2_heldout_v1_failures/run_config.json,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v2_heldout_v1_failures/samples/03_math_inline_display_005/meta.json,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_005/reference.pdf,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v2_heldout_v1_failures/samples/03_math_inline_display_005/output.pdf,1,1,true,false,0,"[0.021568627450980392, 0.14469696969696969, 1.0, 0.946969696969697]",paired_reference_frame,registered_reference_raster,"[22, 133]",results/metric_research_v1/ai_outputs_frozen_v1/evidence/03_math_inline_display_005.json,0.4742268041237114,abstain,0.0,abstain,0.0035830947204833997,abstain,0.12523620744371727,abstain,,abstain,1.0,abstain,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_005/reference.pdf,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v2_heldout_v1_failures/samples/03_math_inline_display_005/output.pdf,scored,,0.4742268041237114,0.5070671378091873,0.4742268041237114,0.5070671378091873,0.7619047619047619,21,21,False,0.26666666666666666,31,14,False,1.0,0,0,True,0.3898305084745763,0.20745314329704406,0.2828712275161715,0.0,0.49912670903131584,0.4548864499630699,0.593018403698185,0.6948952895498862,0.6755259431450188,0.6755259431450188,1.0,0.2413793103448276,0.4742268041237114,0.04244399158174833,0.28157642024631513,0.1347320732341112,0.32644472596032226,,,,,1,1,0,1.0,0.0,abstain,abstain,abstain,results/metric_research_v2/gemini_frozen_156/evidence/03_math_inline_display_005.json
03_math_inline_display_006,03_math_inline_display,metric_test,heldout,prompt_heldout_metric_test_adaptive_pipeline,google/gemini-3.1-flash-lite,v1,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,not_recorded_api_route_only,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,prompts/latex_to_typst/retry_v1.txt,38d57dc85d8fa8584db69e6712e9eec87228d199519ef6ac351507b0d295679e,0,typst 0.14.2 (unknown hash),1,1,False,gen-1783948705-6XVc5VuWgRSvwMKEvfX9,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v1_heldout_clean/run_config.json,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v1_heldout_clean/samples/03_math_inline_display_006/meta.json,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_006/reference.pdf,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v1_heldout_clean/samples/03_math_inline_display_006/output.pdf,1,1,true,false,0,"[0.013725490196078431, 0.14469696969696969, 0.8735294117647059, 0.946969696969697]",paired_reference_frame,registered_reference_raster,"[-57, 147]",results/metric_research_v1/ai_outputs_frozen_v1/evidence/03_math_inline_display_006.json,0.7005347593582887,abstain,0.0,abstain,0.024798699287226927,abstain,0.21348157838790502,abstain,,abstain,1.0,abstain,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_006/reference.pdf,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v1_heldout_clean/samples/03_math_inline_display_006/output.pdf,scored,,0.5080213903743315,0.6439888164026095,0.7005347593582887,0.7716682199440821,0.868421052631579,33,43,False,0.9767441860465117,63,66,False,1.0,0,0,True,0.6485148514851485,0.13849871560752292,0.2015604922871137,0.0,0.5393331166305534,0.4490142648569364,0.7580188306642307,0.6174218718293811,0.6762709180855517,0.6762709180855517,0.8184873949579832,0.875,0.7005347593582887,0.04244399158174833,0.18484820376411693,0.23889574120052431,0.23889574120052431,,,,,1,1,0,1.0,0.0,abstain,abstain,abstain,results/metric_research_v2/gemini_frozen_156/evidence/03_math_inline_display_006.json
03_math_inline_display_007,03_math_inline_display,metric_test,heldout,prompt_heldout_metric_test_adaptive_pipeline,google/gemini-3.1-flash-lite,v2,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,not_recorded_api_route_only,prompts/latex_to_typst/system_v2.txt,75c2caa24a1ab6e775b23bb224820bb621cf9ca413e915d2cfebbc5d6ba3c173,prompts/latex_to_typst/retry_v2.txt,63ed619b0d7115d6783ed1688f40081abd02e91384fb76603f2369fc0ac87f8c,0,typst 0.14.2 (unknown hash),1,1,False,gen-1783950633-E5R5Zk2ckpedIgVLu3x6,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v2_heldout_v1_failures/run_config.json,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v2_heldout_v1_failures/samples/03_math_inline_display_007/meta.json,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_007/reference.pdf,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v2_heldout_v1_failures/samples/03_math_inline_display_007/output.pdf,1,1,true,false,0,"[0.11764705882352941, 0.08257575757575758, 1.0, 0.946969696969697]",paired_reference_frame,registered_reference_raster,"[0, 0]",results/metric_research_v1/ai_outputs_frozen_v1/evidence/03_math_inline_display_007.json,0.4512195121951219,abstain,0.0,abstain,0.004159870677902968,abstain,0.11181020796258814,abstain,,abstain,1.0,abstain,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_007/reference.pdf,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v2_heldout_v1_failures/samples/03_math_inline_display_007/output.pdf,scored,,0.4512195121951219,0.5518913676042677,0.4512195121951219,0.5509214354995151,0.8979591836734693,27,22,False,0.4444444444444445,40,32,False,1.0,0,0,True,0.3592233009708738,0.1878135768413577,0.27549939344936003,0.0,0.5052301389400944,0.44956836360858177,0.6275297737628899,0.6827412328424516,0.6655525741079151,0.6655525741079151,0.7582417582417582,0.5185185185185185,0.4512195121951219,0.062350868107134805,0.27411356461173664,0.1429347495589022,0.1429347495589022,,,,,1,1,0,1.0,0.0,abstain,abstain,abstain,results/metric_research_v2/gemini_frozen_156/evidence/03_math_inline_display_007.json
03_math_inline_display_008,03_math_inline_display,metric_dev,heldout,prompt_heldout_non_test_adaptive_pipeline,google/gemini-3.1-flash-lite,v2,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,not_recorded_api_route_only,prompts/latex_to_typst/system_v2.txt,75c2caa24a1ab6e775b23bb224820bb621cf9ca413e915d2cfebbc5d6ba3c173,prompts/latex_to_typst/retry_v2.txt,63ed619b0d7115d6783ed1688f40081abd02e91384fb76603f2369fc0ac87f8c,0,typst 0.14.2 (unknown hash),1,1,False,gen-1783950639-lYBfnyziKQWqVy1m4Nuf,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v2_heldout_v1_failures/run_config.json,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v2_heldout_v1_failures/samples/03_math_inline_display_008/meta.json,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_008/reference.pdf,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v2_heldout_v1_failures/samples/03_math_inline_display_008/output.pdf,1,1,true,false,0,"[0.0, 0.08409090909090909, 1.0, 0.946969696969697]",paired_reference_frame,registered_reference_raster,"[0, 0]",results/metric_research_v1/ai_outputs_frozen_v1/evidence/03_math_inline_display_008.json,0.47058823529411764,abstain,0.0,abstain,0.047212602842438514,abstain,0.1917762682246408,abstain,,abstain,1.0,abstain,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_008/reference.pdf,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v2_heldout_v1_failures/samples/03_math_inline_display_008/output.pdf,scored,,0.47058823529411764,0.5198915009041591,0.47058823529411764,0.5180831826401446,0.7222222222222222,21,15,False,0.2857142857142857,41,15,False,1.0,0,0,True,0.36548223350253806,0.17192409539554732,0.2037598591170553,0.0,0.5008623820441325,0.4873739442477264,0.5269105562809003,0.6914239021691874,0.6631623408117684,0.6631623408117684,0.8222222222222222,0.2222222222222222,0.47058823529411764,0.04244399158174833,0.15265472063287944,0.2153799900493329,0.2153799900493329,,,,,1,1,0,1.0,0.0,abstain,abstain,abstain,results/metric_research_v2/gemini_frozen_156/evidence/03_math_inline_display_008.json
03_math_inline_display_009,03_math_inline_display,metric_validation,heldout,prompt_heldout_non_test_adaptive_pipeline,google/gemini-3.1-flash-lite,v1,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,not_recorded_api_route_only,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,prompts/latex_to_typst/retry_v1.txt,38d57dc85d8fa8584db69e6712e9eec87228d199519ef6ac351507b0d295679e,0,typst 0.14.2 (unknown hash),2,2,True,gen-1783948766-sFnD6c3H5xfSpHQQSE1i,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v1_heldout_clean/run_config.json,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v1_heldout_clean/samples/03_math_inline_display_009/meta.json,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_009/reference.pdf,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v1_heldout_clean/samples/03_math_inline_display_009/output.pdf,1,1,true,false,0,"[0.11764705882352941, 0.08484848484848485, 0.8294117647058824, 0.946969696969697]",paired_reference_frame,registered_reference_raster,"[0, 0]",results/metric_research_v1/ai_outputs_frozen_v1/evidence/03_math_inline_display_009.json,0.6384180790960452,abstain,0.0,abstain,0.013258296158792532,abstain,0.21799278310026035,abstain,,abstain,1.0,abstain,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_009/reference.pdf,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v1_heldout_clean/samples/03_math_inline_display_009/output.pdf,scored,,0.4971751412429378,0.63,0.6384180790960452,0.7572139303482587,0.9696969696969697,34,32,False,0.9772727272727273,43,45,False,1.0,0,0,True,0.5794871794871795,0.1542356337779994,0.22054478965003943,0.0,0.5481802906212456,0.47662704471025025,0.7107797858087089,0.6011510486579017,0.6917923432337503,0.6917923432337503,0.7619047619047619,0.8571428571428571,0.6384180790960452,0.08327107371093964,0.2161565898646306,0.24646416308472885,0.2589386904227287,,,,,1,1,0,1.0,0.0,abstain,abstain,abstain,results/metric_research_v2/gemini_frozen_156/evidence/03_math_inline_display_009.json
03_math_inline_display_010,03_math_inline_display,metric_dev,heldout,prompt_heldout_non_test_adaptive_pipeline,google/gemini-3.1-flash-lite,v1,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,not_recorded_api_route_only,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,prompts/latex_to_typst/retry_v1.txt,38d57dc85d8fa8584db69e6712e9eec87228d199519ef6ac351507b0d295679e,0,typst 0.14.2 (unknown hash),2,2,True,gen-1783948773-0L5Zw4O32X2DOuooPXD9,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v1_heldout_clean/run_config.json,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v1_heldout_clean/samples/03_math_inline_display_010/meta.json,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_010/reference.pdf,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v1_heldout_clean/samples/03_math_inline_display_010/output.pdf,1,1,true,false,0,"[0.09901960784313725, 0.08484848484848485, 0.8990196078431373, 0.946969696969697]",paired_reference_frame,registered_reference_raster,"[0, 0]",results/metric_research_v1/ai_outputs_frozen_v1/evidence/03_math_inline_display_010.json,0.7042253521126761,abstain,0.0,abstain,0.015418953139216018,abstain,0.1283830862876786,abstain,,abstain,1.0,abstain,data/latex_benchmark_v0/corpus/03_math_inline_display/03_math_inline_display_010/reference.pdf,results/ai_latex_to_typst/openrouter/google_gemini-3.1-flash-lite/prompt_v1_heldout_clean/samples/03_math_inline_display_010/output.pdf,scored,,0.5577464788732395,0.6378600823045267,0.7042253521126761,0.7285714285714286,0.9782608695652174,47,45,False,0.891304347826087,47,45,False,1.0,0,0,True,0.6443298969072165,0.185554136126676,0.22504623853668235,0.0,0.545407779042179,0.4655629979339422,0.7317903213912245,0.6062215456687361,0.6889681010286269,0.6889681010286269,0.7758454106280193,0.9583333333333334,0.7042253521126761,0.04244399158174833,0.20860789014779896,0.13926304863228797,0.21962702474048276,,,,,1,1,0,1.0,0.0,abstain,abstain,abstain,results/metric_research_v2/gemini_frozen_156/evidence/03_math_inline_display_010.json
